id	name	kegg_id	origin	weight
HMDB54013	TG(20:4(5Z,8Z,11Z,14Z)/14:0/22:2(13Z,16Z))	NA	Endogenous	906.767640996
HMDB54014	TG(20:4(5Z,8Z,11Z,14Z)/14:0/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	902.736340868
HMDB54015	TG(20:4(5Z,8Z,11Z,14Z)/14:0/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	900.720690804
HMDB54017	TG(20:4(5Z,8Z,11Z,14Z)/14:0/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	846.673740612
HMDB54018	TG(20:4(5Z,8Z,11Z,14Z)/14:0/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	874.70504074
HMDB54019	TG(20:4(5Z,8Z,11Z,14Z)/14:0/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	872.689390676
HMDB54020	TG(20:4(5Z,8Z,11Z,14Z)/14:0/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	900.720690804
HMDB54021	TG(20:4(5Z,8Z,11Z,14Z)/14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	898.70504074
HMDB54022	TG(20:4(5Z,8Z,11Z,14Z)/14:0/o-18:0)	NA	Endogenous	840.75707631
HMDB54023	TG(20:4(5Z,8Z,11Z,14Z)/15:0/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	888.720690804
HMDB54024	TG(20:4(5Z,8Z,11Z,14Z)/15:0/22:2(13Z,16Z))	NA	Endogenous	920.78329106
HMDB54025	TG(20:4(5Z,8Z,11Z,14Z)/15:0/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	916.751990932
HMDB54026	TG(20:4(5Z,8Z,11Z,14Z)/15:0/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	914.736340868
HMDB54027	TG(20:4(5Z,8Z,11Z,14Z)/15:0/18:3(9Z,12Z,15Z))	NA	Endogenous	862.70504074
HMDB54028	TG(20:4(5Z,8Z,11Z,14Z)/15:0/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	860.689390676
HMDB54029	TG(20:4(5Z,8Z,11Z,14Z)/15:0/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	888.720690804
HMDB54030	TG(20:4(5Z,8Z,11Z,14Z)/15:0/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	886.70504074
HMDB54031	TG(20:4(5Z,8Z,11Z,14Z)/15:0/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	914.736340868
HMDB54032	TG(20:4(5Z,8Z,11Z,14Z)/15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	912.720690804
HMDB54033	TG(20:4(5Z,8Z,11Z,14Z)/15:0/o-18:0)	NA	Endogenous	854.772726374
HMDB54034	TG(20:4(5Z,8Z,11Z,14Z)/16:0/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	902.736340868
HMDB54035	TG(20:4(5Z,8Z,11Z,14Z)/16:0/22:2(13Z,16Z))	NA	Endogenous	934.798941124
HMDB54036	TG(20:4(5Z,8Z,11Z,14Z)/16:0/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	930.767640996
HMDB54037	TG(20:4(5Z,8Z,11Z,14Z)/16:0/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	928.751990932
HMDB54039	TG(20:4(5Z,8Z,11Z,14Z)/16:0/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	874.70504074
HMDB54040	TG(20:4(5Z,8Z,11Z,14Z)/16:0/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	902.736340868
HMDB54041	TG(20:4(5Z,8Z,11Z,14Z)/16:0/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	900.720690804
HMDB54042	TG(20:4(5Z,8Z,11Z,14Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	928.751990932
HMDB54044	TG(20:4(5Z,8Z,11Z,14Z)/16:0/o-18:0)	NA	Endogenous	868.788376438
HMDB54045	TG(20:4(5Z,8Z,11Z,14Z)/18:0/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	930.767640996
HMDB54046	TG(20:4(5Z,8Z,11Z,14Z)/18:0/22:2(13Z,16Z))	NA	Endogenous	962.830241252
HMDB54047	TG(20:4(5Z,8Z,11Z,14Z)/18:0/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	958.798941124
HMDB54048	TG(20:4(5Z,8Z,11Z,14Z)/18:0/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	956.78329106
HMDB54050	TG(20:4(5Z,8Z,11Z,14Z)/18:0/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	902.736340868
HMDB54051	TG(20:4(5Z,8Z,11Z,14Z)/18:0/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	930.767640996
HMDB54052	TG(20:4(5Z,8Z,11Z,14Z)/18:0/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	928.751990932
HMDB54053	TG(20:4(5Z,8Z,11Z,14Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	956.78329106
HMDB54054	TG(20:4(5Z,8Z,11Z,14Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	954.767640996
HMDB54055	TG(20:4(5Z,8Z,11Z,14Z)/18:0/o-18:0)	NA	Endogenous	896.819676566
HMDB54056	TG(20:4(5Z,8Z,11Z,14Z)/20:0/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	958.798941124
HMDB54057	TG(20:4(5Z,8Z,11Z,14Z)/20:0/22:2(13Z,16Z))	NA	Endogenous	990.86154138
HMDB54058	TG(20:4(5Z,8Z,11Z,14Z)/20:0/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	986.830241252
HMDB54059	TG(20:4(5Z,8Z,11Z,14Z)/20:0/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	984.814591188
HMDB54060	TG(20:4(5Z,8Z,11Z,14Z)/20:0/18:3(9Z,12Z,15Z))	NA	Endogenous	932.78329106
HMDB54061	TG(20:4(5Z,8Z,11Z,14Z)/20:0/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	930.767640996
HMDB54062	TG(20:4(5Z,8Z,11Z,14Z)/20:0/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	958.798941124
HMDB54063	TG(20:4(5Z,8Z,11Z,14Z)/20:0/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	956.78329106
HMDB54064	TG(20:4(5Z,8Z,11Z,14Z)/20:0/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	984.814591188
HMDB54065	TG(20:4(5Z,8Z,11Z,14Z)/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	982.798941124
HMDB54066	TG(20:4(5Z,8Z,11Z,14Z)/20:0/o-18:0)	NA	Endogenous	924.850976694
HMDB54067	TG(20:4(5Z,8Z,11Z,14Z)/22:0/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	986.830241252
HMDB54068	TG(20:4(5Z,8Z,11Z,14Z)/22:0/22:2(13Z,16Z))	NA	Endogenous	1018.892841508
HMDB54069	TG(20:4(5Z,8Z,11Z,14Z)/22:0/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	1014.86154138
HMDB54070	TG(20:4(5Z,8Z,11Z,14Z)/22:0/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	1012.845891316
HMDB54071	TG(20:4(5Z,8Z,11Z,14Z)/22:0/18:3(9Z,12Z,15Z))	NA	Endogenous	960.814591188
HMDB54072	TG(20:4(5Z,8Z,11Z,14Z)/22:0/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	958.798941124
HMDB54073	TG(20:4(5Z,8Z,11Z,14Z)/22:0/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	986.830241252
HMDB54074	TG(20:4(5Z,8Z,11Z,14Z)/22:0/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	984.814591188
HMDB54075	TG(20:4(5Z,8Z,11Z,14Z)/22:0/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	1012.845891316
HMDB54076	TG(20:4(5Z,8Z,11Z,14Z)/22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	1010.830241252
HMDB54077	TG(20:4(5Z,8Z,11Z,14Z)/22:0/o-18:0)	NA	Endogenous	952.882276822
HMDB54078	TG(20:4(5Z,8Z,11Z,14Z)/24:0/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	1014.86154138
HMDB54079	TG(20:4(5Z,8Z,11Z,14Z)/24:0/22:2(13Z,16Z))	NA	Endogenous	1046.924141636
HMDB54080	TG(20:4(5Z,8Z,11Z,14Z)/24:0/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	1042.892841508
HMDB54081	TG(20:4(5Z,8Z,11Z,14Z)/24:0/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	1040.877191444
HMDB54082	TG(20:4(5Z,8Z,11Z,14Z)/24:0/18:3(9Z,12Z,15Z))	NA	Endogenous	988.845891316
HMDB54083	TG(20:4(5Z,8Z,11Z,14Z)/24:0/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	986.830241252
HMDB54084	TG(20:4(5Z,8Z,11Z,14Z)/24:0/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	1014.86154138
HMDB54085	TG(20:4(5Z,8Z,11Z,14Z)/24:0/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	1012.845891316
HMDB54086	TG(20:4(5Z,8Z,11Z,14Z)/24:0/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	1040.877191444
HMDB54087	TG(20:4(5Z,8Z,11Z,14Z)/24:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	1038.86154138
HMDB54088	TG(20:4(5Z,8Z,11Z,14Z)/24:0/o-18:0)	NA	Endogenous	980.91357695
HMDB54089	TG(20:4(5Z,8Z,11Z,14Z)/14:1(9Z)/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	872.689390676
HMDB54090	TG(20:4(5Z,8Z,11Z,14Z)/14:1(9Z)/22:2(13Z,16Z))	NA	Endogenous	904.751990932
HMDB54091	TG(20:4(5Z,8Z,11Z,14Z)/14:1(9Z)/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	900.720690804
HMDB54092	TG(20:4(5Z,8Z,11Z,14Z)/14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	898.70504074
HMDB54093	TG(20:4(5Z,8Z,11Z,14Z)/14:1(9Z)/18:3(9Z,12Z,15Z))	NA	Endogenous	846.673740612
HMDB54094	TG(20:4(5Z,8Z,11Z,14Z)/14:1(9Z)/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	844.658090548
HMDB54095	TG(20:4(5Z,8Z,11Z,14Z)/14:1(9Z)/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	872.689390676
HMDB54096	TG(20:4(5Z,8Z,11Z,14Z)/14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	870.673740612
HMDB54097	TG(20:4(5Z,8Z,11Z,14Z)/14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	898.70504074
HMDB54098	TG(20:4(5Z,8Z,11Z,14Z)/14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	896.689390676
HMDB54099	TG(20:4(5Z,8Z,11Z,14Z)/14:1(9Z)/o-18:0)	NA	Endogenous	838.741426246
HMDB54100	TG(20:4(5Z,8Z,11Z,14Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	900.720690804
HMDB54101	TG(20:4(5Z,8Z,11Z,14Z)/16:1(9Z)/22:2(13Z,16Z))	NA	Endogenous	932.78329106
HMDB54102	TG(20:4(5Z,8Z,11Z,14Z)/16:1(9Z)/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	928.751990932
HMDB54103	TG(20:4(5Z,8Z,11Z,14Z)/16:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	926.736340868
HMDB54104	TG(20:4(5Z,8Z,11Z,14Z)/16:1(9Z)/18:3(9Z,12Z,15Z))	NA	Endogenous	874.70504074
HMDB54105	TG(20:4(5Z,8Z,11Z,14Z)/16:1(9Z)/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	872.689390676
HMDB54106	TG(20:4(5Z,8Z,11Z,14Z)/16:1(9Z)/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	900.720690804
HMDB54107	TG(20:4(5Z,8Z,11Z,14Z)/16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	898.70504074
HMDB54108	TG(20:4(5Z,8Z,11Z,14Z)/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	926.736340868
HMDB54109	TG(20:4(5Z,8Z,11Z,14Z)/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	924.720690804
HMDB54110	TG(20:4(5Z,8Z,11Z,14Z)/16:1(9Z)/o-18:0)	NA	Endogenous	866.772726374
HMDB54112	TG(20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/22:2(13Z,16Z))	NA	Endogenous	960.814591188
HMDB54113	TG(20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	956.78329106
HMDB54114	TG(20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	954.767640996
HMDB54115	TG(20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/18:3(9Z,12Z,15Z))	NA	Endogenous	902.736340868
HMDB54116	TG(20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	900.720690804
HMDB54117	TG(20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	928.751990932
HMDB54118	TG(20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	926.736340868
HMDB54119	TG(20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	954.767640996
HMDB54120	TG(20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	952.751990932
HMDB54121	TG(20:4(5Z,8Z,11Z,14Z)/18:1(11Z)/o-18:0)	NA	Endogenous	894.804026502
HMDB54122	TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	928.751990932
HMDB54123	TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/22:2(13Z,16Z))	NA	Endogenous	960.814591188
HMDB54124	TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	956.78329106
HMDB54125	TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	954.767640996
HMDB54127	TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	900.720690804
HMDB54128	TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	928.751990932
HMDB54132	TG(20:4(5Z,8Z,11Z,14Z)/18:1(9Z)/o-18:0)	NA	Endogenous	894.804026502
HMDB54133	TG(20:4(5Z,8Z,11Z,14Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	956.78329106
HMDB54134	TG(20:4(5Z,8Z,11Z,14Z)/20:1(11Z)/22:2(13Z,16Z))	NA	Endogenous	988.845891316
HMDB54135	TG(20:4(5Z,8Z,11Z,14Z)/20:1(11Z)/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	984.814591188
HMDB54136	TG(20:4(5Z,8Z,11Z,14Z)/20:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	982.798941124
HMDB54137	TG(20:4(5Z,8Z,11Z,14Z)/20:1(11Z)/18:3(9Z,12Z,15Z))	NA	Endogenous	930.767640996
HMDB54138	TG(20:4(5Z,8Z,11Z,14Z)/20:1(11Z)/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	928.751990932
HMDB54139	TG(20:4(5Z,8Z,11Z,14Z)/20:1(11Z)/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	956.78329106
HMDB54140	TG(20:4(5Z,8Z,11Z,14Z)/20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	954.767640996
HMDB54141	TG(20:4(5Z,8Z,11Z,14Z)/20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	982.798941124
HMDB54142	TG(20:4(5Z,8Z,11Z,14Z)/20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	980.78329106
HMDB54143	TG(20:4(5Z,8Z,11Z,14Z)/20:1(11Z)/o-18:0)	NA	Endogenous	922.83532663
HMDB54144	TG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	952.751990932
HMDB54145	TG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/22:2(13Z,16Z))	NA	Endogenous	984.814591188
HMDB54146	TG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	980.78329106
HMDB54147	TG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	978.767640996
HMDB54148	TG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/18:3(9Z,12Z,15Z))	NA	Endogenous	926.736340868
HMDB54149	TG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	924.720690804
HMDB54150	TG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	952.751990932
HMDB54151	TG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	950.736340868
HMDB54152	TG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	978.767640996
HMDB54153	TG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	976.751990932
HMDB54154	TG(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z)/o-18:0)	NA	Endogenous	918.804026502
HMDB54155	TG(20:4(5Z,8Z,11Z,14Z)/22:1(13Z)/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	984.814591188
HMDB54156	TG(20:4(5Z,8Z,11Z,14Z)/22:1(13Z)/22:2(13Z,16Z))	NA	Endogenous	1016.877191444
HMDB54157	TG(20:4(5Z,8Z,11Z,14Z)/22:1(13Z)/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	1012.845891316
HMDB54158	TG(20:4(5Z,8Z,11Z,14Z)/22:1(13Z)/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	1010.830241252
HMDB54159	TG(20:4(5Z,8Z,11Z,14Z)/22:1(13Z)/18:3(9Z,12Z,15Z))	NA	Endogenous	958.798941124
HMDB54160	TG(20:4(5Z,8Z,11Z,14Z)/22:1(13Z)/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	956.78329106
HMDB54161	TG(20:4(5Z,8Z,11Z,14Z)/22:1(13Z)/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	984.814591188
HMDB54162	TG(20:4(5Z,8Z,11Z,14Z)/22:1(13Z)/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	982.798941124
HMDB54163	TG(20:4(5Z,8Z,11Z,14Z)/22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	1010.830241252
HMDB54164	TG(20:4(5Z,8Z,11Z,14Z)/22:1(13Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	1008.814591188
HMDB54165	TG(20:4(5Z,8Z,11Z,14Z)/22:1(13Z)/o-18:0)	NA	Endogenous	950.866626758
HMDB54166	TG(20:4(5Z,8Z,11Z,14Z)/24:1(15Z)/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	1012.845891316
HMDB54167	TG(20:4(5Z,8Z,11Z,14Z)/24:1(15Z)/22:2(13Z,16Z))	NA	Endogenous	1044.908491572
HMDB54168	TG(20:4(5Z,8Z,11Z,14Z)/24:1(15Z)/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	1040.877191444
HMDB54169	TG(20:4(5Z,8Z,11Z,14Z)/24:1(15Z)/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	1038.86154138
HMDB54170	TG(20:4(5Z,8Z,11Z,14Z)/24:1(15Z)/18:3(9Z,12Z,15Z))	NA	Endogenous	986.830241252
HMDB54171	TG(20:4(5Z,8Z,11Z,14Z)/24:1(15Z)/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	984.814591188
HMDB54172	TG(20:4(5Z,8Z,11Z,14Z)/24:1(15Z)/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	1012.845891316
HMDB54173	TG(20:4(5Z,8Z,11Z,14Z)/24:1(15Z)/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	1010.830241252
HMDB54174	TG(20:4(5Z,8Z,11Z,14Z)/24:1(15Z)/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	1038.86154138
HMDB54175	TG(20:4(5Z,8Z,11Z,14Z)/24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	1036.845891316
HMDB54176	TG(20:4(5Z,8Z,11Z,14Z)/24:1(15Z)/o-18:0)	NA	Endogenous	978.897926886
HMDB54177	TG(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	940.751990932
HMDB54178	TG(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/22:2(13Z,16Z))	NA	Endogenous	972.814591188
HMDB54179	TG(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	968.78329106
HMDB54180	TG(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	966.767640996
HMDB54182	TG(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	912.720690804
HMDB54183	TG(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	940.751990932
HMDB54187	TG(20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z)/o-18:0)	NA	Endogenous	906.804026502
HMDB54188	TG(20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	924.720690804
HMDB54189	TG(20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z)/22:2(13Z,16Z))	NA	Endogenous	956.78329106
HMDB54190	TG(20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	952.751990932
HMDB54191	TG(20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	950.736340868
HMDB54192	TG(20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z))	NA	Endogenous	898.70504074
HMDB54193	TG(20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	896.689390676
HMDB54194	TG(20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z)/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	924.720690804
HMDB54195	TG(20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	922.70504074
HMDB54196	TG(20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	950.736340868
HMDB54197	TG(20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	948.720690804
HMDB54198	TG(20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z)/o-18:0)	NA	Endogenous	890.772726374
HMDB54199	TG(20:4(5Z,8Z,11Z,14Z)/20:2n6/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	940.751990932
HMDB54200	TG(20:4(5Z,8Z,11Z,14Z)/20:2n6/22:2(13Z,16Z))	NA	Endogenous	972.814591188
HMDB54201	TG(20:4(5Z,8Z,11Z,14Z)/20:2n6/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	968.78329106
HMDB54202	TG(20:4(5Z,8Z,11Z,14Z)/20:2n6/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	966.767640996
HMDB54203	TG(20:4(5Z,8Z,11Z,14Z)/20:2n6/18:3(9Z,12Z,15Z))	NA	Endogenous	914.736340868
HMDB54204	TG(20:4(5Z,8Z,11Z,14Z)/20:2n6/18:4(6Z,9Z,12Z,15Z))	NA	Endogenous	912.720690804
HMDB54205	TG(20:4(5Z,8Z,11Z,14Z)/20:2n6/20:4(8Z,11Z,14Z,17Z))	NA	Endogenous	940.751990932
HMDB54206	TG(20:4(5Z,8Z,11Z,14Z)/20:2n6/20:5(5Z,8Z,11Z,14Z,17Z))	NA	Endogenous	938.736340868
HMDB54207	TG(20:4(5Z,8Z,11Z,14Z)/20:2n6/22:5(7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	966.767640996
HMDB54208	TG(20:4(5Z,8Z,11Z,14Z)/20:2n6/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	NA	Endogenous	964.751990932
HMDB54209	TG(20:4(5Z,8Z,11Z,14Z)/20:2n6/o-18:0)	NA	Endogenous	906.804026502
HMDB54210	TG(20:4(5Z,8Z,11Z,14Z)/20:3n6/20:4(5Z,8Z,11Z,14Z))	NA	Endogenous	952.751990932
HMDB54211	TG(20:4(5Z,8Z,11Z,14Z)/20:3n6/22:2(13Z,16Z))	NA	Endogenous	984.814591188
HMDB54212	TG(20:4(5Z,8Z,11Z,14Z)/20:3n6/22:4(7Z,10Z,13Z,16Z))	NA	Endogenous	980.78329106
HMDB54213	TG(20:4(5Z,8Z,11Z,14Z)/20:3n6/22:5(4Z,7Z,10Z,13Z,16Z))	NA	Endogenous	978.767640996
