experiment_id	omics_type	condition_2	cell_line	strain	entrez_id	symbol	q_value	log2fc
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	17105	Lyz2	0.219224797773194	-1.33980208131129
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	14862	Gstm1	0.474585608495107	0.356375829573847
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	14862	Gstm1	0.176363810191464	0.531715396757174
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	14862	Gstm1	0.130407433163167	-0.818657215552499
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	14862	Gstm1	0.801266584372198	0.304930526870158
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	14862	Gstm1	0.927330885488471	-0.0598182387303002
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	14862	Gstm1	0.414423917591403	-0.478633084932614
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	14862	Gstm1	0.916009016670638	-0.107809212770175
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	14862	Gstm1	0.139562626854005	0.805205663088583
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	14862	Gstm1	0.589380461934554	0.514164906788922
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	14862	Gstm1	0.715991501931629	-0.362052553307749
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	14862	Gstm1	0.944451486247631	0.0655559923355744
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	14862	Gstm1	0.921746882997012	-0.0898137495879113
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	14862	Gstm1	0.688863685107469	-0.285103904274851
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	14862	Gstm1	0.254519708045902	0.655152639028179
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	14862	Gstm1	0.697114918904265	0.24141913949417
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	14862	Gstm1	0.0740287320106187	0.82901722279452
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	14862	Gstm1	0.688841252929375	0.286807310399043
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	14862	Gstm1	0.998343879892866	0.0197259535069052
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	14862	Gstm1	0.425592914820508	0.791304906058933
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	14862	Gstm1	0.994531481040684	-0.0374943971484751
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	14862	Gstm1	0.50271771298318	1.13351754320123
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	14862	Gstm1	0.720249043453542	0.326714705241027
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	14862	Gstm1	0.222052436807558	-0.684658363623975
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	14862	Gstm1	0.00710396656187359	2.48921586628774
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	14862	Gstm1	0.712555695805906	-0.253341430258103
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	14862	Gstm1	0.647854706254508	0.550133147657074
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	14862	Gstm1	0.0901611319755712	0.674417450788331
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	14862	Gstm1	0.010081745036194	-1.16078742146447
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	14862	Gstm1	0.00886390152628219	1.71875049157082
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	14862	Gstm1	0.579459107440411	0.700887702237444
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	14862	Gstm1	0.196442840882022	-1.07948746353864
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	14862	Gstm1	0.446224293105528	0.400225222960678
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	14862	Gstm1	0.500200536160844	0.467998261546666
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	14862	Gstm1	0.708789271522029	0.248150551879871
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	14862	Gstm1	0.317738173272851	0.683782895866548
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	14862	Gstm1	0.399708223718137	-0.617991566923514
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	14862	Gstm1	0.857742537668982	-0.226900496388699
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	14862	Gstm1	0.451216531175874	-0.33155349761233
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	14862	Gstm1	0.819757165662807	0.187312434162864
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	14862	Gstm1	0.224685489064589	1.21060939367202
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	14862	Gstm1	0.87076179353864	0.184417871187324
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	14862	Gstm1	0.769333864482023	0.215253426958513
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	14862	Gstm1	0.905673339643108	-0.082602573211964
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	14862	Gstm1	0.832679374507461	0.256524570494151
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	14862	Gstm1	0.101650260565847	-0.671437007891981
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	14862	Gstm1	0.940301826574244	-0.046607279322706
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	14862	Gstm1	0.000242327836635049	3.2523759275263
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	14862	Gstm1	0.0108859242330702	-1.28809406613574
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	14862	Gstm1	0.113027369777402	0.658536804568987
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	14862	Gstm1	0.00665805069487697	2.12401211661542
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	14862	Gstm1	0.508907007349759	-0.444596603684082
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	14862	Gstm1	0.415775875378564	0.387426369923523
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	14862	Gstm1	0.102073298610226	0.801774433949596
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	14862	Gstm1	0.370436682371001	0.413005490926253
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	14862	Gstm1	0.961111638903195	-0.0300136300258861
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	14862	Gstm1	0.942168038454225	0.100002582383038
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	14862	Gstm1	0.0463941619239478	0.810142897486414
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	14862	Gstm1	0.464793395162211	-0.446965644462107
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	14862	Gstm1	0.986644436464651	0.0278909703864752
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	14862	Gstm1	0.00117290479803065	-1.69014443568788
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	14862	Gstm1	0.00516042506737996	1.61049462747273
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	14862	Gstm1	0.18094339893622	-0.53634334138534
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	14862	Gstm1	0.302723277610506	0.668987313312503
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	16832	Ldhb	0.587910217583754	0.704119586674634
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	16832	Ldhb	0.710405279075067	-0.319730539145884
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	16832	Ldhb	0.250319997906437	0.688458737689482
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	16832	Ldhb	0.396666944208458	0.740733844695914
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	16832	Ldhb	0.491691609182523	-0.505063730857347
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	16832	Ldhb	0.455582812996301	0.725396506275542
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	16832	Ldhb	0.506903509266992	-0.517426341854895
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	16832	Ldhb	0.951046329884644	-0.17335204448832
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	16832	Ldhb	0.90288476821525	-0.17811952914949
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	16832	Ldhb	0.313630518633983	0.7660184603167
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	16832	Ldhb	0.8587057671629	-0.162669999130756
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	16832	Ldhb	0.643015887499909	-0.447451936014076
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	16832	Ldhb	0.937529009638318	0.124103505161883
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	16832	Ldhb	0.0131916203998419	-1.51519948395322
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	16832	Ldhb	0.0754722206558817	1.33234862039578
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	16832	Ldhb	0.772093890429547	0.428345163781569
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	16832	Ldhb	0.933860844669025	0.0629590839551526
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	16832	Ldhb	0.506720881681194	0.792251182233092
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	11898	Ass1	0.166213518983254	1.29817421198881
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	11898	Ass1	0.78778291307557	0.52455319669811
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	11898	Ass1	0.22094923377515	1.11797162912348
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	11898	Ass1	0.929820570717646	0.430168101413331
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	11898	Ass1	0.429167418765108	1.37628201466244
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	11898	Ass1	0.999366821325081	-0.00285727488271736
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	11898	Ass1	0.538246373553594	0.897427862461177
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	11898	Ass1	0.955891859677428	-0.174695702002345
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	11898	Ass1	0.324019040017532	1.44910791118563
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	14870	Gstp1	0.173002372125737	1.29436038303336
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	14870	Gstp1	0.123749330302814	-1.09819491097002
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	14870	Gstp1	0.807462291139591	-0.222829130861584
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	14870	Gstp1	0.467434734468683	0.834459832493269
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	14870	Gstp1	0.507329455078394	0.498325948713965
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	14870	Gstp1	0.0453120486746788	-0.925518985572908
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	14870	Gstp1	0.0832621432193275	-0.861064549095247
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	14870	Gstp1	0.16513147520567	1.07876768955074
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	14870	Gstp1	0.437364155337768	-0.729443514404683
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	14870	Gstp1	0.835696582688916	0.313412713678699
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	14870	Gstp1	0.916617919689021	0.149392142335512
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	14870	Gstp1	0.481931791915374	0.88336803937123
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	14870	Gstp1	0.211470051162789	1.02721992119539
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	14870	Gstp1	0.353566514620103	0.734280085226668
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	14870	Gstp1	0.934379299875461	-0.153764728791599
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	14870	Gstp1	0.818946934663241	0.353918717367355
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	14870	Gstp1	0.607193725812061	-0.414354070255873
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	14870	Gstp1	0.361250289136306	0.785480260865562
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	14870	Gstp1	0.775275670295569	-0.192122067772262
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	14870	Gstp1	0.707750127378091	0.70815297670688
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	14859	Gsta3		
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	14859	Gsta3	0.00706236942655385	1.05160682296069
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	14859	Gsta3		
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	14859	Gsta3	0.067920729761847	-1.14373373656529
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	14859	Gsta3	0.831418829283731	0.192077196552253
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	14859	Gsta3	0.00808594266414398	-0.981619181537704
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	14859	Gsta3	0.0432667115965799	1.02700069021087
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	14859	Gsta3	0.30616793329361	0.534694284082137
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	14859	Gsta3		
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	14859	Gsta3	0.973806595384941	0.0406184960815748
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	14859	Gsta3	0.604564609338994	-0.69634500436842
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	14859	Gsta3		
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	14859	Gsta3		
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	14859	Gsta3	0.959009118656524	0.0797711587662288
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	14859	Gsta3	0.828376045383282	0.246320030843579
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	14859	Gsta3	0.755285776120499	0.224223834070197
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	14859	Gsta3	0.832829817228225	-0.174787590922823
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	14859	Gsta3		
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	14859	Gsta3		
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	14859	Gsta3		
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	14859	Gsta3	0.0118185748872645	-0.945656739880427
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	14859	Gsta3	0.490774267832258	-0.577953138435028
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	14859	Gsta3	0.989151777199806	-0.0117036958460606
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	14859	Gsta3	0.543794876395945	-0.331866350325881
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	14859	Gsta3	0.372996196707656	-0.661639288473579
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	14859	Gsta3	0.77817691512976	0.193102798620484
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	14859	Gsta3	0.098202657127008	0.634897952785775
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	14859	Gsta3	0.278552504125836	0.830915534281968
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	14859	Gsta3	0.180037130501654	0.916964470844771
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	14859	Gsta3	0.252186526257584	0.405467699498872
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	14859	Gsta3	0.928383040588852	0.0407398889476532
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	14859	Gsta3		
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	14859	Gsta3	0.963717064341515	0.0399790690176635
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	14859	Gsta3	0.902350881205507	0.0792588197714177
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	14859	Gsta3		
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	14859	Gsta3	0.135106843337073	0.788058073342969
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	14859	Gsta3	0.0441498251222418	0.812511193813723
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	269378	Ahcy	0.969423917543945	-0.0677241958919556
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	269378	Ahcy	0.343428568185916	1.27062478728865
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	269378	Ahcy	0.58123461430064	0.64892226465494
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	269378	Ahcy	0.97605306415863	-0.0351639420099201
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	269378	Ahcy	0.784441942853027	-0.308634335058577
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	269378	Ahcy	0.623427279051607	-0.35759895305642
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	269378	Ahcy	0.61274203927539	-0.88456241063673
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	269378	Ahcy	0.896090849149583	-0.131094912366427
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	269378	Ahcy	0.56655076046654	-0.969321641870662
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	269378	Ahcy	0.656930427362921	0.513279553925605
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	269378	Ahcy	0.843576484617258	0.259875040576307
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	269378	Ahcy	0.186428656211817	-0.855118618151469
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	269378	Ahcy	0.893513860330871	0.314899304603145
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	269378	Ahcy	0.861758355353392	0.502203470127964
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	269378	Ahcy	0.653765803358214	2.46652832661341
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	269378	Ahcy	0.595212417219611	1.30482990785705
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	269378	Ahcy	0.72345634438008	0.978911453899015
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	269378	Ahcy	0.938881291491412	-0.114472670663612
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	269378	Ahcy	0.362459079683593	-0.959095916139627
mh5ubglobfc-MOUSE	UB	H5N1_D04-MOCK_D04	MOUSE	H5	269378	Ahcy	0.969873508185775	-0.0527958639381824
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	269378	Ahcy	0.966647390548442	0.0517047882016106
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	269378	Ahcy	0.833392582523588	-0.511796813629034
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	269378	Ahcy	0.897870270823012	0.20755920605663
mh5ubglobfc-MOUSE	UB	H5N1_D02-MOCK_D04	MOUSE	H5	269378	Ahcy	0.180269876303527	-2.13801493878602
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	269378	Ahcy	0.824444568975035	0.397793623410754
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	269378	Ahcy	0.712690791752493	0.326099019367367
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	15473	Rida	0.851678392651198	-1.28628561516247
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	15473	Rida	0.970274305614453	0.399581691555988
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	15473	Rida	0.950862256244997	-1.38426863375956
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	15473	Rida	0.905896655082073	-1.11312777582049
mh5ubglobfc-MOUSE	UB	H5N1_D01-MOCK_D04	MOUSE	H5	13106	Cyp2e1	0.100063608297087	-0.705737371469363
mh5ubglobfc-MOUSE	UB	H5N1_D00-MOCK_D04	MOUSE	H5	13106	Cyp2e1	0.726330230218287	1.61359715281397
mh5ubglobfc-MOUSE	UB	H5N1_D03-MOCK_D04	MOUSE	H5	13106	Cyp2e1	0.71868193342556	0.827554151115163
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	547253	Parp14	0.860108156474667	0.262887555971437
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	547253	Parp14	0.739610911582294	0.645041971701581
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	547253	Parp14	0.0483693116626507	1.66401157273913
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	547253	Parp14	0.103200517121468	1.85021584354393
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	547253	Parp14	0.153305868879831	1.44724916304105
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	547253	Parp14	0.930706939556672	-0.0794216741413115
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	547253	Parp14	0.00464855873583375	2.32042001306526
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	547253	Parp14	2.72675819004503e-05	3.39765470672197
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	547253	Parp14	0.254414027269667	0.626818082501997
mh1ubglobfc-MOUSE	UB	H1N1_D01-MOCK_D04	MOUSE	H1	547253	Parp14	0.894929155752966	0.540060030326327
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	547253	Parp14	0.358278281483133	-0.781427695440199
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	547253	Parp14	0.896344724785814	0.298655689974568
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	547253	Parp14	0.0255039740217916	1.97347069163533
mh1ubglobfc-MOUSE	UB	H1N1_D02-MOCK_D04	MOUSE	H1	547253	Parp14	0.829097358332236	-0.62403015024874
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	547253	Parp14	5.32868734545633e-05	3.27937388405932
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	547253	Parp14	0.100201532389803	1.35473410311302
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	547253	Parp14	0.810423169162535	0.4078417366361
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	547253	Parp14	0.0420602403821669	1.79712016388813
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	547253	Parp14	0.893342482172358	0.0915214520199377
mh1ubglobfc-MOUSE	UB	H1N1_D04-MOCK_D04	MOUSE	H1	547253	Parp14	0.854606923069078	0.261315336712599
mh1ubglobfc-MOUSE	UB	H1N1_D00-MOCK_D04	MOUSE	H1	78781	Zc3hav1	0.931444987759664	0.160555927654811
mh1ubglobfc-MOUSE	UB	H1N1_D03-MOCK_D04	MOUSE	H1	78781	Zc3hav1	0.485462312513774	-0.570709658274295
