Modified.sequence	m/z	Retention time	Group	Use	RawFile	Intensity	Proteins	Charge
118.1/7.3	118.1002	7.25	""	TRUE	H5LungInf4d-4	0	118.1/7.3	1
118.1/5.5	118.1027	5.49	(Monoisotopic)	TRUE	H5LungInf4d-4	76266	118.1/5.5	1
118.1/3.4	118.1032	3.4	""	TRUE	H5LungInf4d-4	87488	118.1/3.4	1
118.1/6.6	118.1032	6.55	""	TRUE	H5LungInf4d-4	64280	118.1/6.6	1
118.1/22.7	118.1217	22.66	""	TRUE	H5LungInf4d-4	15637	118.1/22.7	1
118.1/10.9	118.1219	10.89	""	TRUE	H5LungInf4d-4	3643	118.1/10.9	1
118.1/5.1	118.122	5.12	""	TRUE	H5LungInf4d-4	43749	118.1/5.1	1
118.1/0.4	118.1317	0.38	(Monoisotopic)	TRUE	H5LungInf4d-4	55798	118.1/0.4	1
119.1/3.9	119.0653	3.94	""	TRUE	H5LungInf4d-4	45064	119.1/3.9	1
120.1/9.3	120.0605	9.3	(Monoisotopic)	TRUE	H5LungInf4d-4	3710	120.1/9.3	1
122.1/23.1	122.0509	23.09	""	TRUE	H5LungInf4d-4	11643	122.1/23.1	1
122.1/1.1	122.0763	1.12	(Monoisotopic)	TRUE	H5LungInf4d-4	40820	122.1/1.1	1
122.1/6.6	122.0764	6.55	""	TRUE	H5LungInf4d-4	2019	122.1/6.6	1
122.9/9.1	122.9041	9.12	""	TRUE	H5LungInf4d-4	0	122.9/9.1	1
123.0/9.4	123.0332	9.4	""	TRUE	H5LungInf4d-4	199	123.0/9.4	1
123.0/4.8	123.0343	4.84	""	TRUE	H5LungInf4d-4	295985	123.0/4.8	1
123.1/0.1	123.0789	0.06	""	TRUE	H5LungInf4d-4	19929	123.1/0.1	1
124.0/9.7	124.0036	9.71	""	TRUE	H5LungInf4d-4	14038	124.0/9.7	1
124.1/0.1	124.0636	0.07	(Monoisotopic)	TRUE	H5LungInf4d-4	17913	124.1/0.1	1
124.1/6.3	124.0636	6.25	""	TRUE	H5LungInf4d-4	10735	124.1/6.3	1
124.1/2.2	124.0636	2.19	""	TRUE	H5LungInf4d-4	1470	124.1/2.2	1
124.1/0.6	124.0637	0.65	""	TRUE	H5LungInf4d-4	9418	124.1/0.6	1
124.1/23.1	124.0638	23.1	(Monoisotopic)	TRUE	H5LungInf4d-4	6590	124.1/23.1	1
124.1/21.7	124.0639	21.74	(Monoisotopic)	TRUE	H5LungInf4d-4	4548	124.1/21.7	1
124.1/18.4	124.0639	18.44	(Monoisotopic)	TRUE	H5LungInf4d-4	130	124.1/18.4	1
124.1/9.4	124.0865	9.37	(Monoisotopic)	TRUE	H5LungInf4d-4	37428	124.1/9.4	1
126.0/9.9	125.999	9.88	(Monoisotopic)	TRUE	H5LungInf4d-4	356148	126.0/9.9	1
126.0/10.5	126.0218	10.46	""	TRUE	H5LungInf4d-4	13451	126.0/10.5	1
126.1/5.2	126.0802	5.22	""	TRUE	H5LungInf4d-4	30450	126.1/5.2	1
126.1/5.9	126.0811	5.93	""	TRUE	H5LungInf4d-4	308	126.1/5.9	1
126.1/21.4	126.0812	21.41	""	TRUE	H5LungInf4d-4	20355	126.1/21.4	1
126.1/6.9	126.0814	6.85	""	TRUE	H5LungInf4d-4	481	126.1/6.9	1
126.1/7.1	126.0815	7.13	""	TRUE	H5LungInf4d-4	198	126.1/7.1	1
126.1/0.4	126.0817	0.38	(Monoisotopic)	TRUE	H5LungInf4d-4	72021	126.1/0.4	1
126.1/9.5	126.0819	9.53	""	TRUE	H5LungInf4d-4	15633	126.1/9.5	1
126.1/1.2	126.1011	1.21	(Monoisotopic)	TRUE	H5LungInf4d-4	44172	126.1/1.2	1
127.0/5.5	127.0273	5.53	""	TRUE	H5LungInf4d-4	27347	127.0/5.5	1
127.1/20.9	127.0648	20.85	(Monoisotopic)	TRUE	H5LungInf4d-4	17779	127.1/20.9	1
127.1/6.4	127.084	6.38	""	TRUE	H5LungInf4d-4	28090	127.1/6.4	1
127.1/5.1	127.0857	5.13	(Monoisotopic)	TRUE	H5LungInf4d-4	16977	127.1/5.1	1
128.0/9.9	127.9955	9.9	""	TRUE	H5LungInf4d-4	14207	128.0/9.9	1
128.1/9.5	128.117	9.49	""	TRUE	H5LungInf4d-4	12466	128.1/9.5	1
129.1/20.8	129.0803	20.77	(Monoisotopic)	TRUE	H5LungInf4d-4	9614	129.1/20.8	1
130.0/10.0	130.0499	10.01	""	TRUE	H5LungInf4d-4	88568	130.0/10.0	1
130.1/5.3	130.0636	5.29	""	TRUE	H5LungInf4d-4	1614	130.1/5.3	1
130.1/9.4	130.0639	9.39	""	TRUE	H5LungInf4d-4	6357	130.1/9.4	1
130.1/9.6	130.1112	9.55	""	TRUE	H5LungInf4d-4	4905	130.1/9.6	1
130.1/20.9	130.112	20.85	""	TRUE	H5LungInf4d-4	434	130.1/20.9	1
130.2/2.5	130.1571	2.49	(Monoisotopic)	TRUE	H5LungInf4d-4	173895	130.2/2.5	1
132.1/10.0	132.0532	9.96	(Monoisotopic)	TRUE	H5LungInf4d-4	193345	132.1/10.0	1
132.1/10.3	132.0547	10.3	""	TRUE	H5LungInf4d-4	8113	132.1/10.3	1
132.1/9.4	132.0789	9.39	""	TRUE	H5LungInf4d-4	2646	132.1/9.4	1
133.1/4.8	133.0538	4.75	(Monoisotopic)	TRUE	H5LungInf4d-4	18187	133.1/4.8	1
134.0/9.4	134.0187	9.39	""	TRUE	H5LungInf4d-4	267	134.0/9.4	1
134.1/3.6	134.0932	3.58	""	TRUE	H5LungInf4d-4	324	134.1/3.6	1
134.1/9.5	134.0944	9.53	""	TRUE	H5LungInf4d-4	1869	134.1/9.5	1
135.0/20.9	134.9866	20.85	(Monoisotopic)	TRUE	H5LungInf4d-4	21767	135.0/20.9	1
135.0/0.1	134.9869	0.06	(Monoisotopic)	TRUE	H5LungInf4d-4	19782	135.0/0.1	1
135.0/0.7	134.987	0.66	(Monoisotopic)	TRUE	H5LungInf4d-4	20975	135.0/0.7	1
135.0/7.6	134.987	7.65	""	TRUE	H5LungInf4d-4	0	135.0/7.6	1
135.0/5.3	134.9875	5.3	""	TRUE	H5LungInf4d-4	7687	135.0/5.3	1
135.1/3.9	135.0559	3.94	""	TRUE	H5LungInf4d-4	28085	135.1/3.9	1
136.0/9.3	135.9974	9.25	""	TRUE	H5LungInf4d-4	0	136.0/9.3	1
136.0/23.4	136.0208	23.45	""	TRUE	H5LungInf4d-4	6058	136.0/23.4	1
136.0/23.8	136.021	23.81	""	TRUE	H5LungInf4d-4	5857	136.0/23.8	1
136.0/10.0	136.0251	10.02	""	TRUE	H5LungInf4d-4	6009	136.0/10.0	1
136.0/7.6	136.0348	7.6	""	TRUE	H5LungInf4d-4	156	136.0/7.6	1
136.0/21.0	136.0365	20.97	(Monoisotopic)	TRUE	H5LungInf4d-4	18964	136.0/21.0	1
136.1/8.6	136.0606	8.56	""	TRUE	H5LungInf4d-4	11584	136.1/8.6	1
136.1/5.3	136.0608	5.3	(Monoisotopic)	TRUE	H5LungInf4d-4	45042	136.1/5.3	1
136.6/20.9	136.5522	20.85	""	TRUE	H5LungInf4d-4	9842	136.6/20.9	1
136.9/10.8	136.9131	10.79	""	TRUE	H5LungInf4d-4	20	136.9/10.8	1
100.1/2.9	100.0964	2.86	""	TRUE	H5LungInf4d-5	7339	100.1/2.9	1
101.1/0.5	101.0543	0.47	""	TRUE	H5LungInf4d-5	14151	101.1/0.5	1
101.1/23.1	101.0543	23.08	""	TRUE	H5LungInf4d-5	3622	101.1/23.1	1
101.1/5.0	101.0693	5.02	""	TRUE	H5LungInf4d-5	5178	101.1/5.0	1
104.0/0.4	103.9642	0.38	""	TRUE	H5LungInf4d-5	28	104.0/0.4	1
104.1/7.1	104.0884	7.08	""	TRUE	H5LungInf4d-5	3226	104.1/7.1	1
104.1/4.8	104.0904	4.75	(Monoisotopic)	TRUE	H5LungInf4d-5	358834	104.1/4.8	1
104.1/6.8	104.0906	6.84	(Monoisotopic)	TRUE	H5LungInf4d-5	1425827	104.1/6.8	1
104.1/3.7	104.0906	3.67	(Monoisotopic)	TRUE	H5LungInf4d-5	5367	104.1/3.7	1
104.1/4.5	104.1074	4.49	""	TRUE	H5LungInf4d-5	1808	104.1/4.5	1
104.1/0.4	104.1154	0.38	""	TRUE	H5LungInf4d-5	3125	104.1/0.4	1
105.0/4.9	104.9753	4.93	""	TRUE	H5LungInf4d-5	110	105.0/4.9	1
105.0/8.7	104.9762	8.74	""	TRUE	H5LungInf4d-5	214578	105.0/8.7	1
105.0/8.7	104.9918	8.68	""	TRUE	H5LungInf4d-5	138157	105.0/8.7	1
105.0/8.2	104.9919	8.2	""	TRUE	H5LungInf4d-5	70715	105.0/8.2	1
105.1/6.8	105.0938	6.85	""	TRUE	H5LungInf4d-5	0	105.1/6.8	1
106.9/9.0	106.9349	9.03	""	TRUE	H5LungInf4d-5	108	106.9/9.0	1
108.0/9.8	107.9928	9.84	""	TRUE	H5LungInf4d-5	6975	108.0/9.8	1
112.9/9.2	112.8754	9.24	""	TRUE	H5LungInf4d-5	34	112.9/9.2	1
113.1/20.8	113.0893	20.77	""	TRUE	H5LungInf4d-5	20079	113.1/20.8	1
113.1/20.9	113.0896	20.94	(Monoisotopic)	TRUE	H5LungInf4d-5	31499	113.1/20.9	1
114.1/4.9	114.0902	4.93	""	TRUE	H5LungInf4d-5	10764	114.1/4.9	1
114.1/4.4	114.0907	4.4	""	TRUE	H5LungInf4d-5	48042	114.1/4.4	1
115.1/5.1	115.0859	5.13	""	TRUE	H5LungInf4d-5	8922	115.1/5.1	1
115.1/3.3	115.0871	3.31	""	TRUE	H5LungInf4d-5	10107	115.1/3.3	1
116.0/9.4	116.0136	9.39	""	TRUE	H5LungInf4d-5	0	116.0/9.4	1
116.1/9.9	116.0505	9.93	""	TRUE	H5LungInf4d-5	9528	116.1/9.9	1
118.1/9.5	118.066	9.48	(Monoisotopic)	TRUE	H5LungInf4d-5	171282	118.1/9.5	1
118.1/10.3	118.0664	10.3	""	TRUE	H5LungInf4d-5	115	118.1/10.3	1
118.1/7.3	118.1002	7.25	""	TRUE	H5LungInf4d-5	153	118.1/7.3	1
118.1/5.5	118.1027	5.49	(Monoisotopic)	TRUE	H5LungInf4d-5	80807	118.1/5.5	1
118.1/3.4	118.1032	3.4	""	TRUE	H5LungInf4d-5	79357	118.1/3.4	1
118.1/6.6	118.1032	6.55	""	TRUE	H5LungInf4d-5	62322	118.1/6.6	1
118.1/22.7	118.1217	22.66	""	TRUE	H5LungInf4d-5	16097	118.1/22.7	1
118.1/10.9	118.1219	10.89	""	TRUE	H5LungInf4d-5	3899	118.1/10.9	1
118.1/5.1	118.122	5.12	""	TRUE	H5LungInf4d-5	49494	118.1/5.1	1
118.1/0.4	118.1317	0.38	(Monoisotopic)	TRUE	H5LungInf4d-5	52289	118.1/0.4	1
119.1/3.9	119.0653	3.94	""	TRUE	H5LungInf4d-5	45129	119.1/3.9	1
120.1/9.3	120.0605	9.3	(Monoisotopic)	TRUE	H5LungInf4d-5	3432	120.1/9.3	1
122.1/23.1	122.0509	23.09	""	TRUE	H5LungInf4d-5	10858	122.1/23.1	1
122.1/1.1	122.0763	1.12	(Monoisotopic)	TRUE	H5LungInf4d-5	37213	122.1/1.1	1
122.1/6.6	122.0764	6.55	""	TRUE	H5LungInf4d-5	1697	122.1/6.6	1
122.9/9.1	122.9041	9.12	""	TRUE	H5LungInf4d-5	0	122.9/9.1	1
123.0/9.4	123.0332	9.4	""	TRUE	H5LungInf4d-5	0	123.0/9.4	1
123.0/4.8	123.0343	4.84	""	TRUE	H5LungInf4d-5	288047	123.0/4.8	1
123.1/0.1	123.0789	0.06	""	TRUE	H5LungInf4d-5	17950	123.1/0.1	1
124.0/9.7	124.0036	9.71	""	TRUE	H5LungInf4d-5	8932	124.0/9.7	1
124.1/0.1	124.0636	0.07	(Monoisotopic)	TRUE	H5LungInf4d-5	14585	124.1/0.1	1
124.1/6.3	124.0636	6.25	""	TRUE	H5LungInf4d-5	8499	124.1/6.3	1
124.1/2.2	124.0636	2.19	""	TRUE	H5LungInf4d-5	1448	124.1/2.2	1
124.1/0.6	124.0637	0.65	""	TRUE	H5LungInf4d-5	8350	124.1/0.6	1
124.1/23.1	124.0638	23.1	(Monoisotopic)	TRUE	H5LungInf4d-5	4979	124.1/23.1	1
124.1/21.7	124.0639	21.74	(Monoisotopic)	TRUE	H5LungInf4d-5	4099	124.1/21.7	1
124.1/18.4	124.0639	18.44	(Monoisotopic)	TRUE	H5LungInf4d-5	307	124.1/18.4	1
124.1/9.4	124.0865	9.37	(Monoisotopic)	TRUE	H5LungInf4d-5	43718	124.1/9.4	1
126.0/9.9	125.999	9.88	(Monoisotopic)	TRUE	H5LungInf4d-5	294917	126.0/9.9	1
126.0/10.5	126.0218	10.46	""	TRUE	H5LungInf4d-5	7510	126.0/10.5	1
126.1/5.2	126.0802	5.22	""	TRUE	H5LungInf4d-5	30169	126.1/5.2	1
126.1/5.9	126.0811	5.93	""	TRUE	H5LungInf4d-5	221	126.1/5.9	1
126.1/21.4	126.0812	21.41	""	TRUE	H5LungInf4d-5	21744	126.1/21.4	1
126.1/6.9	126.0814	6.85	""	TRUE	H5LungInf4d-5	770	126.1/6.9	1
126.1/7.1	126.0815	7.13	""	TRUE	H5LungInf4d-5	263	126.1/7.1	1
126.1/0.4	126.0817	0.38	(Monoisotopic)	TRUE	H5LungInf4d-5	65625	126.1/0.4	1
126.1/9.5	126.0819	9.53	""	TRUE	H5LungInf4d-5	13096	126.1/9.5	1
126.1/1.2	126.1011	1.21	(Monoisotopic)	TRUE	H5LungInf4d-5	39804	126.1/1.2	1
127.0/5.5	127.0273	5.53	""	TRUE	H5LungInf4d-5	29220	127.0/5.5	1
127.1/20.9	127.0648	20.85	(Monoisotopic)	TRUE	H5LungInf4d-5	18067	127.1/20.9	1
127.1/6.4	127.084	6.38	""	TRUE	H5LungInf4d-5	30785	127.1/6.4	1
127.1/5.1	127.0857	5.13	(Monoisotopic)	TRUE	H5LungInf4d-5	15838	127.1/5.1	1
128.0/9.9	127.9955	9.9	""	TRUE	H5LungInf4d-5	11741	128.0/9.9	1
128.1/9.5	128.117	9.49	""	TRUE	H5LungInf4d-5	10726	128.1/9.5	1
129.1/20.8	129.0803	20.77	(Monoisotopic)	TRUE	H5LungInf4d-5	8196	129.1/20.8	1
130.0/10.0	130.0499	10.01	""	TRUE	H5LungInf4d-5	61564	130.0/10.0	1
130.1/5.3	130.0636	5.29	""	TRUE	H5LungInf4d-5	1841	130.1/5.3	1
130.1/9.4	130.0639	9.39	""	TRUE	H5LungInf4d-5	5438	130.1/9.4	1
130.1/9.6	130.1112	9.55	""	TRUE	H5LungInf4d-5	3387	130.1/9.6	1
130.1/20.9	130.112	20.85	""	TRUE	H5LungInf4d-5	399	130.1/20.9	1
130.2/2.5	130.1571	2.49	(Monoisotopic)	TRUE	H5LungInf4d-5	27788	130.2/2.5	1
132.1/10.0	132.0532	9.96	(Monoisotopic)	TRUE	H5LungInf4d-5	221085	132.1/10.0	1
132.1/10.3	132.0547	10.3	""	TRUE	H5LungInf4d-5	8163	132.1/10.3	1
132.1/9.4	132.0789	9.39	""	TRUE	H5LungInf4d-5	1778	132.1/9.4	1
133.1/4.8	133.0538	4.75	(Monoisotopic)	TRUE	H5LungInf4d-5	12871	133.1/4.8	1
134.0/9.4	134.0187	9.39	""	TRUE	H5LungInf4d-5	768	134.0/9.4	1
134.1/3.6	134.0932	3.58	""	TRUE	H5LungInf4d-5	726	134.1/3.6	1
134.1/9.5	134.0944	9.53	""	TRUE	H5LungInf4d-5	2731	134.1/9.5	1
135.0/20.9	134.9866	20.85	(Monoisotopic)	TRUE	H5LungInf4d-5	21328	135.0/20.9	1
135.0/0.1	134.9869	0.06	(Monoisotopic)	TRUE	H5LungInf4d-5	19527	135.0/0.1	1
135.0/0.7	134.987	0.66	(Monoisotopic)	TRUE	H5LungInf4d-5	20672	135.0/0.7	1
135.0/7.6	134.987	7.65	""	TRUE	H5LungInf4d-5	110	135.0/7.6	1
135.0/5.3	134.9875	5.3	""	TRUE	H5LungInf4d-5	8099	135.0/5.3	1
135.1/3.9	135.0559	3.94	""	TRUE	H5LungInf4d-5	23517	135.1/3.9	1
136.0/9.3	135.9974	9.25	""	TRUE	H5LungInf4d-5	0	136.0/9.3	1
136.0/23.4	136.0208	23.45	""	TRUE	H5LungInf4d-5	5505	136.0/23.4	1
136.0/23.8	136.021	23.81	""	TRUE	H5LungInf4d-5	5268	136.0/23.8	1
136.0/10.0	136.0251	10.02	""	TRUE	H5LungInf4d-5	6499	136.0/10.0	1
136.0/7.6	136.0348	7.6	""	TRUE	H5LungInf4d-5	74	136.0/7.6	1
136.0/21.0	136.0365	20.97	(Monoisotopic)	TRUE	H5LungInf4d-5	18846	136.0/21.0	1
136.1/8.6	136.0606	8.56	""	TRUE	H5LungInf4d-5	7576	136.1/8.6	1
136.1/5.3	136.0608	5.3	(Monoisotopic)	TRUE	H5LungInf4d-5	26781	136.1/5.3	1
136.6/20.9	136.5522	20.85	""	TRUE	H5LungInf4d-5	10059	136.6/20.9	1
136.9/10.8	136.9131	10.79	""	TRUE	H5LungInf4d-5	28	136.9/10.8	1
100.1/2.9	100.0964	2.86	""	TRUE	H5LungPBS4d-1	5594	100.1/2.9	1
101.1/0.5	101.0543	0.47	""	TRUE	H5LungPBS4d-1	10240	101.1/0.5	1
101.1/23.1	101.0543	23.08	""	TRUE	H5LungPBS4d-1	2677	101.1/23.1	1
101.1/5.0	101.0693	5.02	""	TRUE	H5LungPBS4d-1	7363	101.1/5.0	1
104.0/0.4	103.9642	0.38	""	TRUE	H5LungPBS4d-1	100	104.0/0.4	1
104.1/7.1	104.0884	7.08	""	TRUE	H5LungPBS4d-1	557	104.1/7.1	1
104.1/4.8	104.0904	4.75	(Monoisotopic)	TRUE	H5LungPBS4d-1	138810	104.1/4.8	1
104.1/6.8	104.0906	6.84	(Monoisotopic)	TRUE	H5LungPBS4d-1	496177	104.1/6.8	1
104.1/3.7	104.0906	3.67	(Monoisotopic)	TRUE	H5LungPBS4d-1	2480	104.1/3.7	1
104.1/4.5	104.1074	4.49	""	TRUE	H5LungPBS4d-1	428	104.1/4.5	1
104.1/0.4	104.1154	0.38	""	TRUE	H5LungPBS4d-1	1288	104.1/0.4	1
105.0/4.9	104.9753	4.93	""	TRUE	H5LungPBS4d-1	245	105.0/4.9	1
105.0/8.7	104.9762	8.74	""	TRUE	H5LungPBS4d-1	103513	105.0/8.7	1
105.0/8.7	104.9918	8.68	""	TRUE	H5LungPBS4d-1	83041	105.0/8.7	1
105.0/8.2	104.9919	8.2	""	TRUE	H5LungPBS4d-1	28310	105.0/8.2	1
105.1/6.8	105.0938	6.85	""	TRUE	H5LungPBS4d-1	0	105.1/6.8	1
106.9/9.0	106.9349	9.03	""	TRUE	H5LungPBS4d-1	0	106.9/9.0	1
108.0/9.8	107.9928	9.84	""	TRUE	H5LungPBS4d-1	4066	108.0/9.8	1
112.9/9.2	112.8754	9.24	""	TRUE	H5LungPBS4d-1	20	112.9/9.2	1
113.1/20.8	113.0893	20.77	""	TRUE	H5LungPBS4d-1	23812	113.1/20.8	1
113.1/20.9	113.0896	20.94	(Monoisotopic)	TRUE	H5LungPBS4d-1	35903	113.1/20.9	1
114.1/4.9	114.0902	4.93	""	TRUE	H5LungPBS4d-1	14252	114.1/4.9	1
114.1/4.4	114.0907	4.4	""	TRUE	H5LungPBS4d-1	47582	114.1/4.4	1
115.1/5.1	115.0859	5.13	""	TRUE	H5LungPBS4d-1	11648	115.1/5.1	1
115.1/3.3	115.0871	3.31	""	TRUE	H5LungPBS4d-1	9030	115.1/3.3	1
116.0/9.4	116.0136	9.39	""	TRUE	H5LungPBS4d-1	68	116.0/9.4	1
116.1/9.9	116.0505	9.93	""	TRUE	H5LungPBS4d-1	6389	116.1/9.9	1
118.1/9.5	118.066	9.48	(Monoisotopic)	TRUE	H5LungPBS4d-1	132316	118.1/9.5	1
118.1/10.3	118.0664	10.3	""	TRUE	H5LungPBS4d-1	44	118.1/10.3	1
118.1/7.3	118.1002	7.25	""	TRUE	H5LungPBS4d-1	0	118.1/7.3	1
118.1/5.5	118.1027	5.49	(Monoisotopic)	TRUE	H5LungPBS4d-1	98069	118.1/5.5	1
118.1/3.4	118.1032	3.4	""	TRUE	H5LungPBS4d-1	79228	118.1/3.4	1
118.1/6.6	118.1032	6.55	""	TRUE	H5LungPBS4d-1	64515	118.1/6.6	1
118.1/22.7	118.1217	22.66	""	TRUE	H5LungPBS4d-1	16665	118.1/22.7	1
118.1/10.9	118.1219	10.89	""	TRUE	H5LungPBS4d-1	3191	118.1/10.9	1
118.1/5.1	118.122	5.12	""	TRUE	H5LungPBS4d-1	68864	118.1/5.1	1
118.1/0.4	118.1317	0.38	(Monoisotopic)	TRUE	H5LungPBS4d-1	53342	118.1/0.4	1
119.1/3.9	119.0653	3.94	""	TRUE	H5LungPBS4d-1	30012	119.1/3.9	1
120.1/9.3	120.0605	9.3	(Monoisotopic)	TRUE	H5LungPBS4d-1	2736	120.1/9.3	1
122.1/23.1	122.0509	23.09	""	TRUE	H5LungPBS4d-1	9193	122.1/23.1	1
122.1/1.1	122.0763	1.12	(Monoisotopic)	TRUE	H5LungPBS4d-1	29149	122.1/1.1	1
122.1/6.6	122.0764	6.55	""	TRUE	H5LungPBS4d-1	1745	122.1/6.6	1
122.9/9.1	122.9041	9.12	""	TRUE	H5LungPBS4d-1	0	122.9/9.1	1
123.0/9.4	123.0332	9.4	""	TRUE	H5LungPBS4d-1	0	123.0/9.4	1
123.0/4.8	123.0343	4.84	""	TRUE	H5LungPBS4d-1	115920	123.0/4.8	1
123.1/0.1	123.0789	0.06	""	TRUE	H5LungPBS4d-1	11418	123.1/0.1	1
124.0/9.7	124.0036	9.71	""	TRUE	H5LungPBS4d-1	9525	124.0/9.7	1
124.1/0.1	124.0636	0.07	(Monoisotopic)	TRUE	H5LungPBS4d-1	11527	124.1/0.1	1
124.1/6.3	124.0636	6.25	""	TRUE	H5LungPBS4d-1	2917	124.1/6.3	1
124.1/2.2	124.0636	2.19	""	TRUE	H5LungPBS4d-1	946	124.1/2.2	1
124.1/0.6	124.0637	0.65	""	TRUE	H5LungPBS4d-1	7075	124.1/0.6	1
124.1/23.1	124.0638	23.1	(Monoisotopic)	TRUE	H5LungPBS4d-1	3993	124.1/23.1	1
124.1/21.7	124.0639	21.74	(Monoisotopic)	TRUE	H5LungPBS4d-1	3370	124.1/21.7	1
124.1/18.4	124.0639	18.44	(Monoisotopic)	TRUE	H5LungPBS4d-1	290	124.1/18.4	1
124.1/9.4	124.0865	9.37	(Monoisotopic)	TRUE	H5LungPBS4d-1	2071	124.1/9.4	1
126.0/9.9	125.999	9.88	(Monoisotopic)	TRUE	H5LungPBS4d-1	160306	126.0/9.9	1
126.0/10.5	126.0218	10.46	""	TRUE	H5LungPBS4d-1	3597	126.0/10.5	1
126.1/5.2	126.0802	5.22	""	TRUE	H5LungPBS4d-1	41100	126.1/5.2	1
126.1/5.9	126.0811	5.93	""	TRUE	H5LungPBS4d-1	51	126.1/5.9	1
126.1/21.4	126.0812	21.41	""	TRUE	H5LungPBS4d-1	24187	126.1/21.4	1
126.1/6.9	126.0814	6.85	""	TRUE	H5LungPBS4d-1	664	126.1/6.9	1
126.1/7.1	126.0815	7.13	""	TRUE	H5LungPBS4d-1	247	126.1/7.1	1
126.1/0.4	126.0817	0.38	(Monoisotopic)	TRUE	H5LungPBS4d-1	76731	126.1/0.4	1
126.1/9.5	126.0819	9.53	""	TRUE	H5LungPBS4d-1	34401	126.1/9.5	1
126.1/1.2	126.1011	1.21	(Monoisotopic)	TRUE	H5LungPBS4d-1	38274	126.1/1.2	1
127.0/5.5	127.0273	5.53	""	TRUE	H5LungPBS4d-1	21144	127.0/5.5	1
127.1/20.9	127.0648	20.85	(Monoisotopic)	TRUE	H5LungPBS4d-1	16726	127.1/20.9	1
127.1/6.4	127.084	6.38	""	TRUE	H5LungPBS4d-1	25699	127.1/6.4	1
127.1/5.1	127.0857	5.13	(Monoisotopic)	TRUE	H5LungPBS4d-1	24414	127.1/5.1	1
128.0/9.9	127.9955	9.9	""	TRUE	H5LungPBS4d-1	7494	128.0/9.9	1
128.1/9.5	128.117	9.49	""	TRUE	H5LungPBS4d-1	18204	128.1/9.5	1
129.1/20.8	129.0803	20.77	(Monoisotopic)	TRUE	H5LungPBS4d-1	8490	129.1/20.8	1
130.0/10.0	130.0499	10.01	""	TRUE	H5LungPBS4d-1	33708	130.0/10.0	1
130.1/5.3	130.0636	5.29	""	TRUE	H5LungPBS4d-1	2937	130.1/5.3	1
130.1/9.4	130.0639	9.39	""	TRUE	H5LungPBS4d-1	8428	130.1/9.4	1
130.1/9.6	130.1112	9.55	""	TRUE	H5LungPBS4d-1	4973	130.1/9.6	1
130.1/20.9	130.112	20.85	""	TRUE	H5LungPBS4d-1	477	130.1/20.9	1
130.2/2.5	130.1571	2.49	(Monoisotopic)	TRUE	H5LungPBS4d-1	10733	130.2/2.5	1
132.1/10.0	132.0532	9.96	(Monoisotopic)	TRUE	H5LungPBS4d-1	97984	132.1/10.0	1
132.1/10.3	132.0547	10.3	""	TRUE	H5LungPBS4d-1	4292	132.1/10.3	1
132.1/9.4	132.0789	9.39	""	TRUE	H5LungPBS4d-1	2426	132.1/9.4	1
133.1/4.8	133.0538	4.75	(Monoisotopic)	TRUE	H5LungPBS4d-1	6938	133.1/4.8	1
134.0/9.4	134.0187	9.39	""	TRUE	H5LungPBS4d-1	20466	134.0/9.4	1
134.1/3.6	134.0932	3.58	""	TRUE	H5LungPBS4d-1	558	134.1/3.6	1
134.1/9.5	134.0944	9.53	""	TRUE	H5LungPBS4d-1	6795	134.1/9.5	1
135.0/20.9	134.9866	20.85	(Monoisotopic)	TRUE	H5LungPBS4d-1	24789	135.0/20.9	1
135.0/0.1	134.9869	0.06	(Monoisotopic)	TRUE	H5LungPBS4d-1	24110	135.0/0.1	1
135.0/0.7	134.987	0.66	(Monoisotopic)	TRUE	H5LungPBS4d-1	22578	135.0/0.7	1
135.0/7.6	134.987	7.65	""	TRUE	H5LungPBS4d-1	87	135.0/7.6	1
135.0/5.3	134.9875	5.3	""	TRUE	H5LungPBS4d-1	10393	135.0/5.3	1
135.1/3.9	135.0559	3.94	""	TRUE	H5LungPBS4d-1	17294	135.1/3.9	1
136.0/9.3	135.9974	9.25	""	TRUE	H5LungPBS4d-1	0	136.0/9.3	1
136.0/23.4	136.0208	23.45	""	TRUE	H5LungPBS4d-1	5919	136.0/23.4	1
136.0/23.8	136.021	23.81	""	TRUE	H5LungPBS4d-1	4655	136.0/23.8	1
136.0/10.0	136.0251	10.02	""	TRUE	H5LungPBS4d-1	5326	136.0/10.0	1
136.0/7.6	136.0348	7.6	""	TRUE	H5LungPBS4d-1	137	136.0/7.6	1
136.0/21.0	136.0365	20.97	(Monoisotopic)	TRUE	H5LungPBS4d-1	14605	136.0/21.0	1
136.1/8.6	136.0606	8.56	""	TRUE	H5LungPBS4d-1	4717	136.1/8.6	1
136.1/5.3	136.0608	5.3	(Monoisotopic)	TRUE	H5LungPBS4d-1	12098	136.1/5.3	1
136.6/20.9	136.5522	20.85	""	TRUE	H5LungPBS4d-1	9946	136.6/20.9	1
136.9/10.8	136.9131	10.79	""	TRUE	H5LungPBS4d-1	43	136.9/10.8	1
100.1/2.9	100.0964	2.86	""	TRUE	H5LungPBS4d-2	5815	100.1/2.9	1
101.1/0.5	101.0543	0.47	""	TRUE	H5LungPBS4d-2	8416	101.1/0.5	1
101.1/23.1	101.0543	23.08	""	TRUE	H5LungPBS4d-2	3830	101.1/23.1	1
